tot build ln
1605090 15.4010 4.0000
57178 10.4290 4.0000
1951440 26.8310 4.0000
2238872 37.9610 4.0000
25026 6.2220 4.0000
25474 11.1070 4.0000
87830 9.0980 4.0000
114314 16.6200 4.0000
48624 7.2520 4.0000
1182366 19.6720 4.0000
35700 11.4760 4.0000
80742 5.6690 4.0000
687912 11.3030 4.0000
2810814 25.9760 4.0000
40420 4.8640 4.0000
940268 62.7310 4.5236
59216 11.8140 4.5236
904164 24.0100 4.5236
47896 6.4520 4.5236
649160 16.9770 4.5236
762728 23.2600 4.5236
2262738 15.8390 4.5236
2784626 19.0680 4.5236
52050 10.0210 4.5236
493360 10.7460 4.5236
105192 47.4710 4.5236
239678 10.1730 4.5236
561438 25.9500 4.5236
227902 23.0550 4.5236
51574 9.0270 4.5236
42562 9.4780 4.5236
142056 18.4930 4.5236
39256 5.9360 4.5236
238216 10.9880 4.5236
109224 6.9490 4.5236
1061114 13.0800 4.5236
3520796 64.4030 4.5236
37118 8.2120 4.5236
746014 12.4960 4.5236
337840 17.5090 4.5236
2846600 23.2000 4.5236
2008466 17.3420 4.5236
93964 11.4460 4.5236
1742080 17.2340 4.5236
728102 12.8390 4.5236
748406 21.7440 4.5236
148528 14.3200 4.5236
101196 10.2330 4.5236
921296 23.6160 4.5236
111464 7.6000 4.5236
1573942 15.0010 4.5236
486116 15.0790 4.5236
468704 12.7060 4.5236
83334 9.0490 4.5236
51204 6.9140 4.5236
215184 24.2280 4.5236
39844 6.0010 4.5236
2105388 101.5670 4.5236
72262 6.1260 4.5236
3357500 45.8650 4.5236
45632 7.4720 4.5236
55398 6.3430 4.5236
206196 8.5000 4.5236
346536 11.8040 4.5236
513462 21.5360 4.5236
95648 11.0720 4.5236
538056 14.3310 4.5236
99876 7.3440 4.5236
125314 7.9740 4.5236
1227848 21.0490 4.5236
740160 22.5230 4.5236
590956 24.7410 4.5236
715518 87.5510 4.5236
263688 43.3140 4.5236
122262 4.0500 4.5236
130714 5.9180 4.5236
123760 21.0730 4.5236
674432 8.9020 4.5236
44832 7.4440 4.5236
39422 6.5170 4.5236
251950 19.7160 4.5236
2094164 17.9730 4.5236
681984 13.2600 4.5236
1424952 15.6050 4.5236
394252 10.7560 4.5236
41832 3.8960 4.5236
325394 20.1090 4.5236
51936 6.4010 4.5236
481412 24.7130 4.5236
1689090 13.1840 4.5236
601828 15.8020 4.5236
566858 34.5220 4.5236
37432 7.2710 4.5236
1066266 19.1130 4.5236
2607050 19.3170 4.5236
606296 14.9940 4.5236
71770 14.3700 4.5236
2432268 16.2970 4.5236
41794 5.7670 4.5236
759326 12.4720 4.5236
2197994 18.1720 4.5236
89482 11.3490 4.5236
68454 8.7170 4.5236
63052 7.5470 4.5236
48138 7.0550 4.5236
1938238 67.3440 4.5236
2152984 55.6790 4.5236
129068 10.0360 4.5236
113078 7.3710 4.5236
1270486 44.0590 4.5236
1905982 17.9480 4.5236
336090 16.9180 4.5236
1964562 35.3820 4.5236
728138 10.9540 4.5236
1410808 53.3470 4.5236
39072 12.0040 4.5236
486706 24.8640 4.5236
775882 32.6250 4.5236
62414 17.7940 4.5236
287608 8.5190 4.5236
1111674 29.9670 4.5236
702560 9.5770 4.5236
36918 3.6630 4.5236
849598 20.9170 4.5236
155736 43.9220 4.5236
266874 8.3510 4.5236
227278 14.0590 4.5236
148202 12.7010 4.5236
38920 6.3860 4.5236
3155128 35.5690 4.5236
38274 13.1320 4.5236
617944 10.2400 4.5236
1691884 46.1180 4.5236
159788 28.7360 4.5236
380746 14.6770 4.5236
89990 18.1070 4.5236
511390 21.9870 4.5236
118030 16.2580 4.5236
166122 17.2830 4.5236
290046 10.3060 4.5236
60318 8.3440 4.5236
2686644 82.6530 4.5236
1028478 11.6030 4.5236
1994124 51.6760 4.5236
62512 6.7490 4.5236
59500 3.4330 4.5236
92552 8.7660 4.5236
81476 13.5810 4.5236
72026 10.9360 4.5236
62418 6.5030 4.5236
546864 7.6320 4.5236
59300 9.9340 4.5236
107808 7.7360 4.5236
1810786 56.4080 4.5236
51514 11.0580 4.5236
274856 10.0530 4.5236
1428772 52.3390 4.5236
383168 7.6800 4.5236
901330 48.0080 4.5236
34044 9.0130 4.5236
530456 11.8720 4.5236
34118 7.6790 4.5236
239880 9.9440 4.5236
39790 6.7110 4.5236
421646 14.0400 4.5236
1230666 38.1130 4.5236
97188 12.8010 4.5236
2096284 22.3540 4.5236
118068 12.0760 5.0000
3004638 47.0120 5.0000
47970 21.3630 5.0000
188000 18.1700 5.0000
673610 36.7580 5.0000
1882936 41.0460 5.0000
426986 11.6640 5.0000
1556442 20.7110 5.0000
41288 14.8840 5.0000
80538 9.5040 5.0000
619594 11.9240 5.0000
271224 15.6410 5.0000
66610 8.6480 5.0000
59070 7.5980 5.0000
83262 18.9710 5.0000
2070270 102.9010 5.0000
1760572 13.6750 5.0000
782298 19.6280 5.0000
691410 38.0250 5.0000
304356 10.6980 5.0000
38966 10.0190 5.0000
617742 12.3780 5.0000
45706 16.3190 5.0000
1669866 12.7350 5.0000
1625284 76.3530 5.0000
46688 12.4160 5.0000
650146 51.6880 5.0000
137322 11.1070 5.0000
203272 26.2060 5.0000
284844 39.6650 5.0000
102922 19.4780 5.0000
85702 7.8560 5.0000
42670 8.1750 5.0000
326728 10.7190 5.0000
667726 22.2810 5.0000
60606 11.2860 5.0000
47734 10.0150 5.0000
101200 10.3650 5.0000
58662 8.2880 5.0000
1605026 50.6720 5.0000
427618 19.0100 5.0000
82526 23.6270 5.0000
311862 9.5350 5.0000
838286 25.8670 5.0000
380624 39.9280 5.0000
420958 25.2450 5.0000
466242 12.9510 5.0000
691590 10.5160 5.0000
412620 13.7790 5.0000
1080428 65.7140 5.0000
38764 11.2340 5.0000
92164 10.5440 5.0000
271412 19.7350 5.0000
1984332 26.0300 5.0000
81216 17.0430 5.0000
1349876 24.5420 5.0000
174182 10.4160 5.0000
227632 25.6070 5.0000
2010176 56.2810 5.0000
2592716 111.9650 5.0000
61650 7.6970 5.0000
54778 9.2710 5.0000
713472 16.5600 5.0000
740132 18.2880 5.0000
444274 45.8980 5.0000
641514 27.3070 5.0000
58796 12.0420 5.0000
56368 8.0560 5.0000
104720 10.1010 5.0000
219964 14.6470 5.0000
519634 47.5040 5.0000
777258 17.0700 5.0000
1921140 50.9000 5.0000
202740 35.3570 5.0000
334588 50.6370 5.0000
3508076 81.1430 5.0000
140586 8.9660 5.0000
89192 12.8290 5.0000
54042 14.9000 5.0000
1609534 20.4210 5.0000
1512816 14.5790 5.0000
48398 15.4960 5.0000
437422 9.0180 5.0000
49772 9.0720 5.0000
1109432 18.8880 5.0000
1118474 57.8800 5.0000
360796 6.3960 5.0000
153798 28.4250 5.0000
665018 18.6720 5.0000
1910784 60.0530 5.0000
41590 9.5990 5.0000
43422 8.0960 5.0000
1456370 46.0500 5.0000
2151490 22.1100 5.0000
245314 11.7170 5.0000
283376 12.4940 5.0000
50420 17.6260 5.0000
530094 14.6440 5.0000
2702352 30.3730 5.0000
61086 8.5660 5.0000
1545690 45.1920 5.0000
262818 8.3080 5.0000
1424328 16.2250 5.0000
1505108 32.3870 5.0000
46530 9.9390 5.0000
48272 7.7060 5.0000
3158270 34.3320 5.0000
148262 8.6370 5.0000
1463918 19.8980 5.0000
50498 7.5270 5.0000
531146 22.5960 5.0000
51112 7.3120 5.0000
200372 12.1790 5.0000
63768 14.2430 5.0000
1709010 22.5120 5.0000
576720 8.3140 5.0000
223774 30.2610 5.0000
580964 14.0350 5.0000
1396812 40.6420 5.0000
214168 22.3550 5.0000
48698 9.0780 5.0000
616090 13.8580 5.0000
429764 19.9690 5.0000
116638 7.5330 5.0000
55214 8.5070 5.0000
63748 9.5380 5.0000
80146 13.4610 5.0000
84084 22.2190 5.0000
369606 14.9250 5.0000
50500 7.4730 5.0000
152646 9.8170 5.0000
1393490 39.6530 5.0000
40952 9.6900 5.0000
453008 23.2360 5.0000
1255968 13.2030 5.0000
2143340 30.1700 5.0000
99594 9.1850 5.0000
883904 12.9630 5.0000
184388 9.8430 5.0000
150490 7.4840 5.0000
647222 19.7320 5.0000
198570 24.8870 5.0000
1159260 16.7830 5.0000
2318646 83.1510 5.0000
53438 11.1130 5.0000
971882 51.3540 5.0000
56786 13.1420 5.0000
78462 16.8010 5.0000
89164 12.2110 5.0000
997172 34.2030 5.0000
181118 13.5140 5.0000
3005938 124.6490 5.0000
172362 34.7820 5.0000
100244 24.4550 5.4919
854678 27.1530 5.4919
485168 13.6330 5.4919
969200 17.3760 5.4919
2865236 113.3690 5.4919
395914 14.2170 5.4919
94850 24.0190 5.4919
94250 16.1750 5.4919
1815148 19.8550 5.4919
1036406 25.4190 5.4919
61818 31.1960 5.4919
1527652 23.7050 5.4919
160762 20.6920 5.4919
277622 18.9140 5.4919
1444254 34.1290 5.4919
374154 20.4990 5.4919
94318 14.8420 5.4919
2627440 25.3080 5.4919
51564 10.7840 5.4919
2235238 50.5660 5.4919
82788 11.6910 5.4919
587930 16.3180 5.4919
1365162 16.1300 5.4919
1298882 79.4530 5.4919
2584030 34.4050 5.4919
3304986 86.1660 5.4919
134430 34.1590 5.4919
1114682 21.8640 5.4919
663110 12.6880 5.4919
62634 29.2780 5.4919
97218 10.6960 5.4919
921984 34.1530 5.4919
741130 54.1930 5.4919
543682 27.5190 5.4919
3269502 100.2990 5.4919
370398 45.8990 5.4919
62894 12.3830 5.4919
726946 16.0390 5.4919
271522 19.2700 5.4919
67608 16.0710 5.4919
112824 33.1760 5.4919
192792 17.9020 5.4919
119812 10.7330 5.4919
2308480 89.8860 5.4919
59508 17.1400 5.4919
1671812 21.8480 5.4919
1032202 61.7060 5.4919
1322890 71.7420 5.4919
114018 15.0030 5.4919
592584 20.1170 5.4919
199840 41.1770 5.4919
1672898 21.5430 5.4919
920102 52.6870 5.4919
1004854 58.6560 5.4919
1894808 35.4220 5.4919
1659148 80.8680 5.4919
2362108 58.8830 5.4919
185548 14.5500 5.4919
110452 25.0430 5.4919
95892 11.2040 5.4919
80744 11.3670 5.4919
218604 36.9550 5.4919
108636 13.4260 5.4919
58412 12.3380 5.4919
579920 26.0620 5.4919
589596 22.3500 5.4919
802472 79.9840 5.4919
222262 34.3970 5.4919
110324 11.0700 5.4919
1058256 15.4920 5.4919
2713272 93.6710 5.4919
120262 11.5790 5.4919
1028460 43.5620 5.4919
182162 18.1120 5.4919
90096 11.7620 5.4919
214292 11.3400 5.4919
71350 14.1790 5.4919
2632868 73.5620 5.4919
82404 29.1540 5.4919
1683344 28.2360 5.4919
476306 13.3240 5.4919
80734 16.0340 5.4919
67152 15.2710 5.4919
2087636 102.4720 5.4919
301618 15.0630 5.4919
2724536 23.3200 5.4919
115464 15.7720 5.4919
50972 14.2390 5.4919
78642 11.8380 5.4919
79238 17.4450 5.4919
369170 39.3920 5.4919
79348 15.3200 5.4919
49978 11.4390 5.4919
183146 13.0180 5.4919
3508808 31.8750 5.4919
95916 16.1460 5.4919
574626 39.0810 5.4919
82186 12.9390 5.4919
82348 12.4990 5.4919
1271114 104.4850 5.4919
1347812 109.0830 5.4919
1197988 26.3040 5.4919
1196088 19.8900 5.4919
137012 16.4580 5.4919
828702 20.1570 5.4919
491304 67.4370 5.4919
95534 9.3370 5.4919
268874 48.5200 5.4919
119250 35.8260 5.4919
77368 12.5480 5.4919
1638118 61.3090 5.4919
73040 12.0880 5.4919
120006 13.3000 5.4919
87664 15.7090 5.4919
760828 77.9270 5.4919
110800 10.8740 5.4919
2270554 111.8330 5.4919
1715426 25.6590 5.4919
138320 20.7840 5.4919
199210 15.1710 5.4919
1436240 24.7510 5.4919
214812 10.8560 5.4919
304402 18.9490 5.4919
116380 26.9080 5.4919
1515506 67.4290 5.4919
232034 23.9950 5.4919
1814144 39.0390 5.4919
1917588 34.2810 5.4919
874562 46.2560 5.4919
526592 17.3380 5.4919
3345138 23.0200 5.4919
438586 14.8800 5.4919
1203954 53.4220 5.4919
271460 13.5150 5.4919
1541338 39.4700 5.4919
286720 41.1190 5.4919
706924 24.0980 5.4919
109866 17.6520 5.4919
1608572 42.7730 5.4919
71094 9.9120 5.4919
72542 12.8540 5.4919
2675238 27.6610 5.4919
1016920 24.5880 5.4919
276464 16.6400 5.4919
2612816 53.1660 5.4919
258824 16.2450 5.4919
3748504 89.3230 5.4919
2111780 27.4760 5.4919
313652 57.7100 5.4919
242696 28.7170 5.4919
743512 23.3950 5.4919
152788 11.4690 5.4919
1609056 21.0610 5.4919
2215948 51.1350 6.0000
1248604 26.9970 6.0000
71364 13.5140 6.0000
420582 45.6000 6.0000
1326048 29.6500 6.0000
2671566 41.8750 6.0000
962244 28.5380 6.0000
160240 16.0060 6.0000
118156 22.5600 6.0000
102388 30.5770 6.0000
199360 17.1200 6.0000
77396 27.4270 6.0000
794318 19.3620 6.0000
2902876 61.3840 6.0000
488676 29.2520 6.0000
940728 50.6850 6.0000
88016 39.5470 6.0000
132882 27.0930 6.0000
148292 16.2060 6.0000
71394 33.5860 6.0000
79602 15.7800 6.0000
67246 25.6400 6.0000
276158 52.0680 6.0000
164808 21.0360 6.0000
75000 15.4070 6.0000
179026 24.4890 6.0000
806582 22.6050 6.0000
719008 40.9760 6.0000
142216 21.0440 6.0000
981224 19.3150 6.0000
494396 26.1620 6.0000
859624 48.5740 6.0000
108590 19.8810 6.0000
2041258 65.9870 6.0000
799274 20.2570 6.0000
172032 18.2270 6.0000
630262 43.2220 6.0000
1228424 52.4530 6.0000
65156 15.7270 6.0000
1502268 36.9390 6.0000
415198 60.0010 6.0000
735526 60.3320 6.0000
64000 20.9040 6.0000
74236 30.8100 6.0000
119728 17.7650 6.0000
111968 16.2940 6.0000
192516 36.0530 6.0000
181352 30.8720 6.0000
3070124 38.8500 6.0000
109906 16.4870 6.0000
107174 21.2590 6.0000
152562 44.9440 6.0000
370290 21.0550 6.0000
718572 26.3560 6.0000
408138 80.0710 6.0000
87898 25.9110 6.0000
1238116 37.4980 6.0000
90656 20.3390 6.0000
1965590 44.3960 6.0000
2099484 58.6630 6.0000
404300 20.0100 6.0000
64000 17.6150 6.0000
192608 17.2450 6.0000
538234 59.9400 6.0000
2766802 137.0840 6.0000
94670 29.7320 6.0000
130838 18.1290 6.0000
83568 29.4370 6.0000
323196 43.8390 6.0000
1048148 112.5190 6.0000
849564 148.5510 6.0000
199530 19.7660 6.0000
2875334 33.0280 6.0000
466040 20.9180 6.0000
2198248 57.0900 6.0000
722310 16.8350 6.0000
245274 24.4330 6.0000
1573034 27.5430 6.0000
78216 27.7380 6.0000
76730 21.8340 6.0000
1143768 28.2830 6.0000
294508 27.2970 6.0000
116648 27.8110 6.0000
1348140 66.7120 6.0000
134656 22.3990 6.0000
67650 17.2550 6.0000
77754 31.9460 6.0000
124632 17.4020 6.0000
265732 50.8560 6.0000
800280 20.7220 6.0000
1806838 33.3040 6.0000
96094 21.2090 6.0000
104864 23.1890 6.0000
1196336 22.1100 6.0000
250776 17.2840 6.0000
1236614 30.6690 6.0000
890654 46.8870 6.0000
79558 46.8540 6.0000
368090 19.6290 6.0000
98414 27.0560 6.0000
579462 34.9870 6.0000
520310 19.2530 6.0000
726870 43.8360 6.0000
214990 47.7360 6.0000
725680 55.4920 6.0000
333078 18.9290 6.0000
65762 14.6490 6.0000
150772 19.6360 6.0000
67722 17.4310 6.0000
421302 22.5230 6.0000
2899196 57.4170 6.0000
142300 15.2520 6.0000
581738 15.4590 6.0000
406390 30.2980 6.0000
1772282 94.6600 6.0000
163066 39.1210 6.0000
1626200 24.4770 6.0000
823166 13.3590 6.0000
662726 88.2360 6.0000
171668 22.8310 6.0000
69292 15.3860 6.0000
200736 16.0540 6.0000
313090 19.5780 6.0000
84582 31.9260 6.0000
64000 15.6610 6.0000
1642200 24.8130 6.0000
130724 37.3760 6.0000
809450 82.0660 6.0000
1707266 50.1910 6.0000
1531806 24.8230 6.0000
66696 39.1350 6.0000
1310852 32.8590 6.0000
835196 33.4000 6.0000
935612 30.3030 6.0000
164248 16.3390 6.0000
1157888 30.6800 6.0000
1198074 20.6330 6.0000
88264 28.5490 6.0000
64772 22.6680 6.0000
822236 31.5690 6.0000
70198 33.0590 6.0000
84984 15.3090 6.0000
1432484 19.7920 6.0000
226646 16.1340 6.0000
487454 16.8010 6.0000
884372 21.7120 6.0000
136768 25.1480 6.0000
339852 56.3380 6.0000
417942 27.5550 6.0000
1126150 67.0260 6.0000
3018034 87.1580 6.0000
64970 21.9190 6.0000
152002 38.3710 6.0000
92146 25.0010 6.4919
3357814 53.8800 6.4919
132374 59.3620 6.4919
856226 27.0980 6.4919
149234 32.2750 6.4919
2391324 107.7560 6.4919
91640 57.4710 6.4919
94276 32.0190 6.4919
3062296 292.6970 6.4919
180284 22.2920 6.4919
194596 31.0530 6.4919
155778 20.9720 6.4919
90000 21.1400 6.4919
119110 31.9840 6.4919
143816 25.1150 6.4919
187752 21.5690 6.4919
120368 41.5180 6.4919
98864 35.7060 6.4919
2061402 69.8990 6.4919
1598246 51.1140 6.4919
299584 27.8600 6.4919
422088 93.8370 6.4919
92388 24.5730 6.4919
1231174 46.2870 6.4919
90000 43.0840 6.4919
133634 35.9920 6.4919
94548 24.4700 6.4919
811716 34.8460 6.4919
664422 46.3300 6.4919
859290 56.2820 6.4919
100096 26.6390 6.4919
150270 29.5430 6.4919
228898 91.5190 6.4919
486022 24.8330 6.4919
210728 41.4720 6.4919
90000 53.5530 6.4919
91862 21.7480 6.4919
90000 29.0100 6.4919
90644 22.0870 6.4919
274734 25.9630 6.4919
136342 32.7360 6.4919
124342 43.0200 6.4919
2488638 52.0890 6.4919
169986 42.4380 6.4919
525440 22.6940 6.4919
2246630 61.1050 6.4919
143856 28.2030 6.4919
125114 29.6890 6.4919
3165348 117.2200 6.4919
433956 61.0180 6.4919
396978 24.0180 6.4919
144444 25.3020 6.4919
1881122 35.0500 6.4919
102680 24.2970 6.4919
1522638 32.1360 6.4919
1989954 55.4570 6.4919
117824 24.0570 6.4919
694460 73.7930 6.4919
1727342 32.0830 6.4919
174598 40.0090 6.4919
2392476 203.0990 6.4919
90000 19.5550 6.4919
438016 45.9330 6.4919
339814 35.2120 6.4919
189168 73.0040 6.4919
995486 26.8400 6.4919
221600 31.0760 6.4919
1948292 57.0990 6.4919
96770 26.1980 6.4919
2658936 90.4390 6.4919
819046 170.4260 6.4919
99980 25.1990 6.4919
800250 37.5620 6.4919
499372 51.9830 6.4919
872832 113.2880 6.4919
92632 25.1960 6.4919
1606960 40.6330 6.4919
135108 21.9780 6.4919
544298 43.6150 6.4919
169922 23.2380 6.4919
335936 80.5560 6.4919
142396 75.9050 6.4919
148500 25.2080 6.4919
1870292 49.2110 6.4919
91346 24.1920 6.4919
120606 24.3430 6.4919
138718 25.9500 6.4919
92194 27.8090 6.4919
121730 59.7980 6.4919
1149146 142.0290 6.4919
699954 26.1550 6.4919
225840 32.6790 6.4919
245818 26.4870 6.4919
193228 75.9980 6.4919
265644 75.3300 6.4919
216168 87.5020 6.4919
545416 80.4100 6.4919
158326 25.3200 6.4919
853094 169.5900 6.4919
824630 72.1230 6.4919
1676528 66.5950 6.4919
185852 26.0740 6.4919
922306 169.3920 6.4919
92434 46.8800 6.4919
416328 26.6850 6.4919
2695812 162.5040 6.4919
931428 38.2360 6.4919
388252 87.2180 6.4919
91138 47.6310 6.4919
103416 22.3320 6.4919
2219898 166.0840 6.4919
2185486 55.7720 6.4919
581398 36.2600 6.4919
251048 89.2260 6.4919
95078 21.6420 6.4919
153746 23.7930 6.4919
1595384 39.7950 6.4919
384974 23.5260 6.4919
586722 34.0050 6.4919
117582 24.5850 6.4919
179024 37.6760 6.4919
1916150 127.6630 6.4919
3389558 109.9840 6.4919
104860 20.9400 6.4919
691552 67.0060 6.4919
112176 23.6930 6.4919
3183150 131.3580 6.4919
133758 21.1010 6.4919
2275280 53.0100 6.4919
1823524 166.5990 6.4919
1804276 52.3850 6.4919
103310 34.2680 6.4919
91578 26.2510 6.4919
538410 98.0730 6.4919
178954 50.9120 6.4919
616268 28.2840 6.4919
1968634 45.3600 6.4919
287040 28.4580 6.4919
2000356 185.3620 6.4919
126478 26.9700 6.4919
3067154 55.1600 6.4919
2370194 192.1190 6.4919
117948 26.9560 6.4919
2090372 77.9550 6.4919
139452 29.8820 6.4919
91994 25.7130 6.4919
90000 44.3470 6.4919
200122 57.6710 6.4919
222808 64.8780 6.4919
247470 33.9400 6.4919
659854 83.7990 6.4919
142866 24.5410 6.4919
90000 22.5770 6.4919
330390 41.0890 7.0000
128000 57.4900 7.0000
355658 39.6560 7.0000
221112 107.5760 7.0000
131476 43.0970 7.0000
2495368 106.6000 7.0000
306760 77.5600 7.0000
128000 51.0810 7.0000
128000 31.1100 7.0000
128000 42.4160 7.0000
128000 51.4100 7.0000
368202 45.0760 7.0000
293050 86.7740 7.0000
128000 34.0410 7.0000
380682 47.0620 7.0000
910052 35.6310 7.0000
128000 38.8180 7.0000
128000 34.8030 7.0000
218732 46.0940 7.0000
1627506 60.6940 7.0000
133194 45.4620 7.0000
229750 56.0110 7.0000
1885154 79.9520 7.0000
2845186 67.3830 7.0000
1661188 104.9890 7.0000
627028 93.0030 7.0000
244980 31.1550 7.0000
213830 35.2700 7.0000
593026 49.4090 7.0000
2877320 60.2850 7.0000
3235398 70.6150 7.0000
128000 32.3120 7.0000
143086 39.0200 7.0000
270000 43.8920 7.0000
130332 60.5970 7.0000
574964 105.9800 7.0000
165332 34.9980 7.0000
234288 40.2180 7.0000
294388 105.9150 7.0000
128000 63.9620 7.0000
573404 41.5900 7.0000
168956 53.0800 7.0000
1626760 50.3900 7.0000
132202 35.4850 7.0000
412880 38.5370 7.0000
2434146 61.0300 7.0000
1915754 44.9080 7.0000
1679002 45.6870 7.0000
780592 42.8290 7.0000
169840 37.2610 7.0000
131022 67.3220 7.0000
230980 69.8170 7.0000
555130 97.1340 7.0000
290820 39.4950 7.0000
128000 44.9180 7.0000
276836 47.2320 7.0000
132694 35.4310 7.0000
1962740 49.7000 7.0000
161820 53.4680 7.0000
362796 55.5700 7.0000
130606 69.7160 7.0000
3053230 148.2270 7.0000
193374 49.8510 7.0000
1837374 221.5090 7.0000
959298 34.2940 7.0000
913888 51.7980 7.0000
1156508 63.6260 7.0000
2923196 90.3120 7.0000
349794 42.1950 7.0000
173720 50.5180 7.0000
130100 30.3060 7.0000
226938 42.2780 7.0000
275788 41.5340 7.0000
1382796 52.1260 7.0000
222746 36.6090 7.0000
146516 74.1540 7.0000
253294 38.7660 7.0000
176002 61.3590 7.0000
1574880 63.4540 7.0000
589290 96.4330 7.0000
168702 47.0490 7.0000
2716892 103.7550 7.0000
405110 58.2210 7.0000
437020 90.7360 7.0000
404866 47.4020 7.0000
1916520 54.5700 7.0000
230636 47.6840 7.0000
1538344 44.8600 7.0000
130116 35.1980 7.0000
498478 50.3850 7.0000
253516 102.6950 7.0000
1451920 68.0930 7.0000
131722 39.9230 7.0000
131672 39.4640 7.0000
272300 43.0000 7.0000
155256 97.1310 7.0000
203672 38.9950 7.0000
128000 31.3280 7.0000
310260 55.7980 7.0000
131022 40.5840 7.0000
2531234 59.2760 7.0000
199534 74.1940 7.0000
768674 50.7070 7.0000
208518 60.1580 7.0000
144550 38.4560 7.0000
338530 43.7670 7.0000
606884 263.3880 7.0000
1212206 52.4860 7.0000
1575742 39.0750 7.0000
128000 50.2840 7.0000
800540 161.2310 7.0000
145716 32.0250 7.0000
128000 33.1790 7.0000
128000 85.6570 7.0000
143234 65.0450 7.0000
320414 62.4560 7.0000
128000 44.6010 7.0000
410612 71.8660 7.0000
1325428 53.9400 7.0000
128000 32.2700 7.0000
177240 58.7100 7.0000
860634 103.0510 7.0000
333040 55.3220 7.0000
128000 38.1010 7.0000
391432 43.0540 7.0000
811256 35.6110 7.0000
203120 36.2760 7.0000
1039650 65.2800 7.0000
128000 31.2050 7.0000
1412826 126.5530 7.0000
1104530 132.3290 7.0000
883674 42.2430 7.0000
128000 41.4030 7.0000
290250 52.5650 7.0000
2974076 62.3680 7.0000
128000 29.0230 7.0000
406290 36.6710 7.0000
263482 32.6200 7.0000
3348574 59.5160 7.0000
258596 41.9380 7.0000
396668 42.8850 7.0000
298824 82.2310 7.0000
285506 93.6190 7.0000
813942 86.2510 7.0000
2851020 50.4320 7.0000
130714 34.7880 7.0000
128000 28.5850 7.0000
2923256 132.0310 7.0000
217266 33.1390 7.0000
3430068 77.6740 7.0000
128000 38.3590 7.0000
353480 63.6960 7.0000
290200 79.7410 7.0000
